tier,rule,match_method,status,match_type,payment_id,utr,merchant_id,razorpay_amount,bank_amount,razorpay_date,bank_date,confidence,rule_fired,timestamp
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_9167234589c0,UTR995400135161,MERCH_004,2590.48,2590.48,2026-08-19,2026-08-23,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_951824f7b192,UTR610911368085,MERCH_002,7077.78,7077.78,2026-08-28,2026-08-29,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_d4103948a37a,UTR63898595226,MERCH_005,23752.35,23752.35,2026-08-15,2026-08-16,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_6023b19dfd19,UTR527644566667,MERCH_004,39082.32,39082.32,2026-08-21,2026-08-25,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_0b72f6267447,UTR540179585913,MERCH_005,41092.47,41092.47,2026-08-20,2026-08-21,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_60ba80453eba,UTR21178864972,MERCH_005,41576.83,41576.83,2026-08-04,2026-08-05,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_005d8159e0d5,UTR122077912130,MERCH_001,19022.46,19022.46,2026-08-22,2026-08-23,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_62f52f18294e,UTR178600841213,MERCH_005,6459.6,6459.6,2026-08-06,2026-08-07,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_853a155b8ed6,UTR163886376647,MERCH_002,26844.47,26844.47,2026-08-26,2026-08-27,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_d7c47ca1c3c9,UTR10113515734,MERCH_002,35073.68,35073.68,2026-08-15,2026-08-16,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_a6eaa10a4927,UTR921679138880,MERCH_004,33332.07,33332.07,2026-08-11,2026-08-12,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_8137804722e7,UTR363093091289,MERCH_004,31797.71,31797.71,2026-08-19,2026-08-20,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_c2a14e5cefc0,UTR461301583973,MERCH_005,40374.78,40374.78,2026-08-25,2026-08-26,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_e3aafd30c8bb,UTR740493876734,MERCH_001,6922.37,6922.37,2026-08-10,2026-08-14,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_be7f4b5a525f,UTR588290601998,MERCH_004,35435.76,35435.76,2026-08-22,2026-08-24,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_c7ca4afed432,UTR540939745698,MERCH_005,34047.22,34047.22,2026-08-17,2026-08-18,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_07e3b8c6efc3,UTR192397294858,MERCH_001,25611.92,25611.92,2026-08-08,2026-08-10,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_45b42abd261e,UTR973154591107,MERCH_002,2747.06,2747.06,2026-08-09,2026-08-11,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_1b7c4d157e1b,UTR219682287163,MERCH_005,24706.14,24706.14,2026-08-08,2026-08-09,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_f310a963e2f1,UTR947950769614,MERCH_001,26480.93,26480.93,2026-08-14,2026-08-16,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_edb102d58115,UTR96101663070,MERCH_003,39070.49,39070.49,2026-08-05,2026-08-06,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_f933d891b21b,UTR267161746725,MERCH_005,35304.21,35304.21,2026-08-11,2026-08-12,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_261690546536,UTR141007902047,MERCH_004,8779.1,8779.1,2026-08-28,2026-08-30,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_6d20114e2149,UTR541524043616,MERCH_004,2328.47,2328.47,2026-08-24,2026-08-25,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_b252766754b4,UTR920299593274,MERCH_004,31984.69,31984.69,2026-08-19,2026-08-21,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_56bdfd8a4fd8,UTR908328217132,MERCH_005,18399.95,18399.95,2026-08-12,2026-08-13,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_cdd4b48cae80,UTR178166141606,MERCH_005,34002.0,34002.0,2026-08-21,2026-08-23,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_8874908c2e30,UTR627246139616,MERCH_002,24700.24,24700.24,2026-08-14,2026-08-15,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_c7641fc6b2f0,UTR497715531572,MERCH_001,12678.96,12678.96,2026-08-08,2026-08-14,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_bf83af723533,UTR668633537069,MERCH_003,43478.85,43478.85,2026-08-28,2026-09-03,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_e9650443a77b,UTR47862577934,MERCH_005,42093.32,42093.32,2026-08-27,2026-08-28,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_e56dc9aa7f48,UTR116365738851,MERCH_004,38547.28,38547.28,2026-08-28,2026-08-30,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_5eeca323dfd1,UTR174967907763,MERCH_002,35622.68,35622.68,2026-08-24,2026-08-26,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_5175d63b1dda,UTR510279880438,MERCH_005,17405.01,17405.01,2026-08-29,2026-08-31,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_34e7f3e0f2cb,UTR743421835319,MERCH_002,8027.95,8027.95,2026-08-27,2026-08-29,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_524799a47317,UTR17283766191,MERCH_001,36612.49,36612.49,2026-08-20,2026-08-22,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_51a77f9528d8,UTR365053418743,MERCH_005,23658.22,23658.22,2026-08-18,2026-08-19,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_5e678d7c3c53,UTR516028846561,MERCH_003,26402.69,26402.69,2026-08-22,2026-08-24,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_5f325b4cf603,UTR558041827796,MERCH_001,7512.69,7512.69,2026-08-13,2026-08-14,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_79e0df254ebd,UTR499525856107,MERCH_002,16267.08,16267.08,2026-08-28,2026-08-30,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_1babd544f941,UTR59420311541,MERCH_001,44065.87,44065.87,2026-08-05,2026-08-07,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_1a7e909f04ee,UTR974492118993,MERCH_002,20733.05,20733.05,2026-08-21,2026-08-22,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_d7e19bd99c8a,UTR720070047154,MERCH_004,9435.14,9435.14,2026-08-09,2026-08-10,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_d3a12a96a8c2,UTR294353308129,MERCH_002,8965.08,8965.08,2026-08-15,2026-08-17,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_6f74897f0a13,UTR185386535233,MERCH_001,6692.53,6692.53,2026-08-22,2026-08-24,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_92e7b0ef3e87,UTR459616827705,MERCH_004,35743.6,35743.6,2026-08-25,2026-08-27,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_aec557a477bf,UTR156628267079,MERCH_005,8677.86,8677.86,2026-08-24,2026-08-26,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_d07b6cb5c981,UTR7121521022,MERCH_003,13374.82,13374.82,2026-08-20,2026-08-21,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_bf77548b7ef4,UTR270479627143,MERCH_002,6577.25,6577.25,2026-08-20,2026-08-22,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_81ae8925f62f,UTR661071362689,MERCH_002,37014.81,37014.81,2026-08-28,2026-08-30,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_81b905264844,UTR694775165109,MERCH_001,7788.52,7788.52,2026-08-04,2026-08-05,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_1fdacdf7ee01,UTR617752433094,MERCH_005,6816.38,6816.38,2026-08-22,2026-08-24,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_189be758c00c,UTR515901877786,MERCH_003,16677.13,16677.13,2026-08-26,2026-08-28,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_4c1ab81eacbb,UTR510900634709,MERCH_004,1330.35,1330.35,2026-08-29,2026-09-03,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_4d596f154042,UTR713811663941,MERCH_001,34219.32,34219.32,2026-08-19,2026-08-21,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_6641312b5289,UTR932741297698,MERCH_005,29924.11,29924.11,2026-08-13,2026-08-15,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_acfda00db381,UTR537380668821,MERCH_002,44784.73,44784.73,2026-08-08,2026-08-10,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_93f7bb45ee5a,UTR390427781985,MERCH_003,36421.35,36421.35,2026-08-17,2026-08-18,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_33f42a90b252,UTR702924620032,MERCH_001,11213.35,11213.35,2026-08-23,2026-08-24,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_b0c836d8fc92,UTR823978512795,MERCH_001,7973.12,7973.12,2026-08-20,2026-08-21,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_e72552a6392e,UTR317921113782,MERCH_003,23704.1,23704.1,2026-08-16,2026-08-17,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_3f51923acf3d,UTR305982787770,MERCH_001,43855.06,43855.06,2026-08-11,2026-08-13,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_b3876a6fe506,UTR366178363760,MERCH_005,16814.55,16814.55,2026-08-09,2026-08-13,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_b41e876ba35f,UTR456991677724,MERCH_002,20695.77,20695.77,2026-08-20,2026-08-21,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_3c2890c1991c,UTR776293338820,MERCH_004,1982.73,1982.73,2026-08-07,2026-08-08,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_1791311697c4,UTR432955544115,MERCH_002,14987.05,14987.05,2026-08-24,2026-08-25,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_e5fc587b6976,UTR826207049182,MERCH_003,5395.25,5395.25,2026-08-21,2026-08-23,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_760cb02539bc,UTR38594500064,MERCH_004,20611.21,20611.21,2026-08-14,2026-08-15,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_2c864307d30c,UTR681775702071,MERCH_005,6557.73,6557.73,2026-08-27,2026-08-29,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_f8189273e6fd,UTR449078455419,MERCH_001,16252.19,16252.19,2026-08-14,2026-08-16,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_2a2d2b2b224e,UTR626242922722,MERCH_003,36542.95,36542.95,2026-08-06,2026-08-08,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_7f7bf3c69432,UTR226978083676,MERCH_001,3857.82,3857.82,2026-08-05,2026-08-12,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_37fa3c2c0061,UTR769420791042,MERCH_001,8224.04,8224.04,2026-08-04,2026-08-11,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_9675e1429066,UTR747780147839,MERCH_004,19783.8,19783.8,2026-08-29,2026-08-31,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_6a130d94c556,UTR188156114685,MERCH_001,15736.72,15736.72,2026-08-14,2026-08-15,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_381363da5ad4,UTR145142719570,MERCH_001,24940.75,24940.75,2026-08-23,2026-08-25,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_caf8fd005162,UTR296229027091,MERCH_005,10087.16,10087.16,2026-08-26,2026-08-28,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_efdf984ff763,UTR209777978447,MERCH_004,32712.8,32712.8,2026-08-04,2026-08-06,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_e125a888cb32,UTR968805113062,MERCH_002,40972.47,40972.47,2026-08-19,2026-08-21,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_d76c254fc066,UTR532257636901,MERCH_002,1470.19,1470.19,2026-08-06,2026-08-08,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_b8ae40f6583b,UTR424850950205,MERCH_002,1828.83,1828.83,2026-08-06,2026-08-10,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_54fae8fa59a0,UTR748189281033,MERCH_002,6369.16,6369.16,2026-08-27,2026-08-28,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_8e16b07e29ae,UTR326602302403,MERCH_003,11575.88,11575.88,2026-08-23,2026-08-25,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_30488bad5c11,UTR443704006006,MERCH_003,14088.84,14088.84,2026-08-10,2026-08-12,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_1694e340ceb4,UTR319277541555,MERCH_001,8453.81,8453.81,2026-08-08,2026-08-10,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_2195b1cf0351,UTR90166038703,MERCH_003,40892.38,40892.38,2026-08-23,2026-08-28,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_86ff57d41a1d,UTR573630544891,MERCH_004,36968.23,36968.23,2026-08-13,2026-08-15,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_37b1a42ac051,UTR272367647940,MERCH_004,3311.0,3311.0,2026-08-25,2026-08-27,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_d974c909bf3c,UTR130131322214,MERCH_001,33237.47,33237.47,2026-08-23,2026-08-24,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_324ae5d4ef62,UTR614197560190,MERCH_004,4773.82,4773.82,2026-08-04,2026-08-05,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_c8430c9b8e26,UTR377664545761,MERCH_003,3365.7,3365.7,2026-08-14,2026-08-15,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_278f7a3101bd,UTR64978299640,MERCH_002,40591.24,40591.24,2026-08-20,2026-08-21,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_afac245574c8,UTR146922452286,MERCH_004,28543.7,28543.7,2026-08-26,2026-09-02,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_588c55fe29cd,UTR914500768994,MERCH_001,41194.95,41194.95,2026-08-26,2026-08-27,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_333711a9aeb9,UTR651255996665,MERCH_002,36376.65,36376.65,2026-08-23,2026-08-25,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_da4077ab6f4c,UTR672817314008,MERCH_003,38168.09,38168.09,2026-08-23,2026-08-24,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_34bda599dd99,UTR362621267511,MERCH_001,20480.57,20480.57,2026-08-13,2026-08-15,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_012d45f772a5,UTR159209503416,MERCH_005,26234.53,26234.53,2026-08-24,2026-08-26,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_73a89843fb85,UTR219449882041,MERCH_003,41149.1,41149.1,2026-08-15,2026-08-16,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_6e6e2bdeb806,UTR1197305185,MERCH_001,36613.17,36613.17,2026-08-09,2026-08-11,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_1fd7b6904d9f,UTR21531575274,MERCH_002,14304.26,14304.26,2026-08-15,2026-08-16,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_f00f6d904f16,UTR173880878849,MERCH_002,15963.58,15963.58,2026-08-06,2026-08-07,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_08f4abad6bbd,UTR822719368542,MERCH_005,1275.31,1275.31,2026-08-26,2026-08-28,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_94d13e6b7204,UTR140264022845,MERCH_003,23776.12,23776.12,2026-08-10,2026-08-11,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
1,EXACT_REF_MATCH,Deterministic Match,MATCHED,Tier 1 (Exact UTR),pay_31bf6dc9a781,UTR743958516531,MERCH_002,15456.56,15456.56,2026-08-12,2026-08-14,1.0,Deterministic Match (EXACT_REF_MATCH),2026-09-03 21:03:09
